source_department,source_id,business_key,name,address,pincode,pan,gstin,owner_name,nic_code,industry_sector,city,inspection_dates,event_history,closure_date,name_norm,address_norm,pincode_prefix,name_phonetic,ubid,link_confidence,veto_applied,veto_reason
factories,fac_34,BIZ-00034,Shri Royal Restaurant 34,"No 34, Main Road, Industrial Area, Belagavi",560034,ABCDE0034F,29ABCDE0034F1Z8,Owner 34,5610,Restaurant,Belagavi,2023-02-06|2023-05-07|2023-08-05,inspection:2023-02-06|inspection:2023-05-07|inspection:2023-08-05|renewal:2024-04-23|renewal:2025-04-02|renewal:2026-04-12,,royal restaurant 34,no 34 main road industrial area belagavi,560,R462-RYL RSTRNT ,UBID-000066,1.0,False,
pollution,pol_34,BIZ-00034,M/s Royal Restaurant 34 Restaurants,"Door 34, Industrial Area, Belagavi",560034,,29ABCDE0034F1Z8,Owner 34,5610,Restaurant,Belagavi,2023-02-08|2023-05-09|2023-07-31,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-07-31|filing:2026-05-05,,m s royal restaurant 34 restaurants,door 34 industrial area belagavi,560,M264-M S RYL RSTRNT RSTRNTS,UBID-000067,0.5,False,
electricity,ele_34,BIZ-00034,Royal Restaurant 34 Traders,"No 34, Main Road, Industrial Area, Belagavi",560034,ABCDE0034F,29ABCDE0034F1Z8,Owner 34,5610,Restaurant,Belagavi,2023-02-09|2023-05-19|2023-08-08,inspection:2023-02-09|inspection:2023-05-19|inspection:2023-08-08|electricity_bill:2025-11-01|electricity_bill:2025-12-02|electricity_bill:2025-12-31|electricity_bill:2026-02-01|electricity_bill:2026-03-03|electricity_bill:2026-04-03|electricity_bill:2026-05-02,,royal restaurant 34,no 34 main road industrial area belagavi,560,R462-RYL RSTRNT ,UBID-000066,1.0,False,
shops,sho_35,BIZ-00035,Shri Basaveshwara Bakery 35 Traders,"No 35, Main Road, Industrial Area, Bengaluru",560035,ABCDE0035F,29ABCDE0035F1Z9,Owner 35,1071,Bakery,Bengaluru,2023-01-01|2023-04-08|2023-07-04|2023-10-05|2024-01-03|2024-04-02,inspection:2023-01-01|inspection:2023-04-08|inspection:2023-07-04|inspection:2023-10-05|inspection:2024-01-03|inspection:2024-04-02|renewal:2024-04-26|renewal:2025-04-01|renewal:2026-04-21,,basaveshwara bakery 35,no 35 main road industrial area bengaluru,560,B212-BSFXWR BKR ,UBID-000068,1.0,False,
factories,fac_35,BIZ-00035,Shri Basaveshwara Bakery 35 Pvt Ltd,"No 35, Main Road, Industrial Area, Bengaluru",560035,ABCDE0035F,29ABCDE0035F1Z9,Owner 35,1071,Bakery,Bengaluru,2023-01-07|2023-04-04|2023-07-06|2023-10-04|2024-01-02|2024-04-01,inspection:2023-01-07|inspection:2023-04-04|inspection:2023-07-06|inspection:2023-10-04|inspection:2024-01-02|inspection:2024-04-01|renewal:2024-04-24|renewal:2025-04-07|renewal:2026-04-14,,basaveshwara bakery 35,no 35 main road industrial area bengaluru,560,B212-BSFXWR BKR ,UBID-000068,1.0,False,
pollution,pol_35,BIZ-00035,M/s Basaveshwara Bakery 35 Traders,"No 35, Main Road, Industrial Area, Bengaluru",560035,ABCDE0035F,29ABCDE0035F1Z9,Owner 35,1071,Bakery,Bengaluru,2023-01-09|2023-04-09|2023-07-08|2023-10-06|2024-01-04|2024-04-03,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-08|inspection:2023-10-06|inspection:2024-01-04|inspection:2024-04-03|filing:2026-05-05,,m s basaveshwara bakery 35,no 35 main road industrial area bengaluru,560,M212-M S BSFXWR BKR ,UBID-000068,1.0,False,
electricity,ele_35,BIZ-00035,Sri Basaveshwara Bakery 35 LLP,"No 35, Main Road, Industrial Area, Bengaluru",560035,ABCDE0035F,29ABCDE0035F1Z9,Owner 35,1071,Bakery,Bengaluru,2023-01-10|2023-04-10|2023-07-09|2023-10-07|2024-01-05|2024-04-04,inspection:2023-01-10|inspection:2023-04-10|inspection:2023-07-09|inspection:2023-10-07|inspection:2024-01-05|inspection:2024-04-04|electricity_bill:2026-01-01|electricity_bill:2026-02-03|electricity_bill:2026-03-01|electricity_bill:2026-04-03|electricity_bill:2026-05-04,,basaveshwara bakery 35,no 35 main road industrial area bengaluru,560,B212-BSFXWR BKR ,UBID-000068,1.0,False,
shops,sho_36,BIZ-00036,Sri Sri Sai Retail 36 Enterprises,"No 36, Main Road, Industrial Area, Mysuru",560036,ABCDE0036F,29ABCDE0036F1Z1,Owner 36,4711,Retail,Mysuru,2023-01-29|2023-04-29|2023-07-28|2023-10-23|2024-01-24|2024-04-23,inspection:2023-01-29|inspection:2023-04-29|inspection:2023-07-28|inspection:2023-10-23|inspection:2024-01-24|inspection:2024-04-23|renewal:2025-04-18|renewal:2026-04-16,,sai retail 36,no 36 main road industrial area mysuru,560,S634-S RTL ,UBID-000069,1.0,False,
factories,fac_36,BIZ-00036,M/s Sri aSi Retail 36 Traders,"No 36, Main Road, Industrial Area, Mysuru",560036,ABCDE0036F,29ABCDE0036F1Z1,Owner 36,4711,Retail,Mysuru,2023-01-28|2023-04-28|2023-07-27|2023-10-25|2024-01-23|2024-04-22,inspection:2023-01-28|inspection:2023-04-28|inspection:2023-07-27|inspection:2023-10-25|inspection:2024-01-23|inspection:2024-04-22|renewal:2024-04-25|renewal:2025-04-17,,m s asi retail 36,no 36 main road industrial area mysuru,560,M226-M S AS RTL ,UBID-000069,1.0,False,
pollution,pol_36,BIZ-00036,M/s Sri Sai Retail 36 Enterrpises,"No 36, Main Road, Industrial Area, Mysuru",560036,ABCDE0036F,29ABCDE0036F1Z1,Owner 36,4711,Retail,Mysuru,2023-01-30|2023-04-30|2023-07-29|2023-10-27|2024-01-25|2024-04-24,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-29|inspection:2023-10-27|inspection:2024-01-25|inspection:2024-04-24,,m s sai retail 36 enterrpises,no 36 main road industrial area mysuru,560,M226-M S S RTL ENTRPSS,UBID-000069,1.0,False,
electricity,ele_36,BIZ-00036,Shri Sri Sai Retail 36 Pvt Ltd,"No 36, Main Road, Industrial Area, Mysuru",560036,ABCDE0036F,29ABCDE0036F1Z1,Owner 36,4711,Retail,Mysuru,2023-01-24|2023-05-01|2023-07-27|2023-10-28|2024-01-26|2024-04-25,inspection:2023-01-24|inspection:2023-05-01|inspection:2023-07-27|inspection:2023-10-28|inspection:2024-01-26|inspection:2024-04-25|electricity_bill:2025-09-05|electricity_bill:2025-10-05|electricity_bill:2025-11-01|electricity_bill:2025-12-04|electricity_bill:2026-01-04|electricity_bill:2026-01-31|electricity_bill:2026-03-02|electricity_bill:2026-04-03|electricity_bill:2026-05-01,,sai retail 36,no 36 main road industrial area mysuru,560,S634-S RTL ,UBID-000069,1.0,False,
shops,sho_37,BIZ-00037,M/s Classic Fabricatino 37 Pvt Ltd,"No 37, Main Road, Industrial Area, Hubballi",560037,ABCDE0037F,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-10|2023-04-15|2023-07-06,inspection:2023-01-10|inspection:2023-04-15|inspection:2023-07-06|renewal:2024-04-19|renewal:2025-04-21|renewal:2026-04-15,,m s classic fabricatino 37,no 37 main road industrial area hubballi,560,M224-M S KLSK FBRKTN ,UBID-000070,1.0,False,
shops,sho_37_dup,BIZ-00037,M/s Classic Fabricatino 37 Pvt Ltd,"Plot 37, Main Road, Hubballi",560037,ABCDE0037F,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-10|2023-04-15|2023-07-06,inspection:2023-01-10|inspection:2023-04-15|inspection:2023-07-06|renewal:2024-04-19|renewal:2025-04-21|renewal:2026-04-15,,m s classic fabricatino 37,plot 37 main road hubballi,560,M224-M S KLSK FBRKTN ,UBID-000070,1.0,False,
factories,fac_37,BIZ-00037,Shri Classic Fabrication 37 Enterprises,"Door 37, Industrial Area, Hubballi",560037,,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-09|2023-04-09|2023-07-13,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-13|renewal:2024-04-23|renewal:2025-04-03|renewal:2026-04-13,,classic fabrication 37,door 37 industrial area hubballi,560,C422-KLSK FBRKXN ,UBID-000071,0.5,False,
pollution,pol_37,BIZ-00037,Sri Classic Fabrication 37 Traders,"Plot 37, Main Road, Hubballi",560037,ABCDE0037F,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-11|2023-04-11|2023-07-10,inspection:2023-01-11|inspection:2023-04-11|inspection:2023-07-10|filing:2026-05-05,,classic fabrication 37,plot 37 main road hubballi,560,C422-KLSK FBRKXN ,UBID-000072,1.0,False,
pollution,pol_37_dup,BIZ-00037,Sri Classic Fabrication 37 Traders,"37 Main Rd, Ind Area, Hubballi",560037,ABCDE0037F,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-11|2023-04-11|2023-07-10,inspection:2023-01-11|inspection:2023-04-11|inspection:2023-07-10|filing:2026-05-05,,classic fabrication 37,37 main rd ind area hubballi,560,C422-KLSK FBRKXN ,UBID-000072,1.0,False,
electricity,ele_37,BIZ-00037,Shri Classic Fabrication 37 Pvt Ltd,"No 37, Main Road, Industrial Area, Hubballi",560037,ABCDE0037F,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-12|2023-04-21|2023-07-11,inspection:2023-01-12|inspection:2023-04-21|inspection:2023-07-11|electricity_bill:2025-10-02|electricity_bill:2025-11-01|electricity_bill:2025-12-04|electricity_bill:2026-01-05|electricity_bill:2026-02-02|electricity_bill:2026-03-04|electricity_bill:2026-03-31|electricity_bill:2026-05-05,,classic fabrication 37,no 37 main road industrial area hubballi,560,C422-KLSK FBRKXN ,UBID-000072,0.95,False,
shops,sho_38,BIZ-00038,M/s Bharath Lodging 38 LLP,"Door 38, Industrial Area, Mangaluru",560038,ABCDE0038F,,Owner 38,5510,Lodging,Mangaluru,2023-01-29|2023-04-29|2023-07-28|2023-10-26,inspection:2023-01-29|inspection:2023-04-29|inspection:2023-07-28|inspection:2023-10-26|renewal:2024-04-23,,m s bharath lodging 38,door 38 industrial area mangaluru,560,M216-M S BHR0 LJNK ,UBID-000073,0.5,False,
factories,fac_38,BIZ-00038,Shri Bharath Lodging 38 Pvt Ltd,"No 38, Main Road, Industrial Area, Mangaluru",560038,,29ABCDE0038F1Z3,Owner 38,5510,Lodging,Mangaluru,2023-01-28|2023-04-28|2023-07-27|2023-10-22,inspection:2023-01-28|inspection:2023-04-28|inspection:2023-07-27|inspection:2023-10-22|renewal:2024-04-06|renewal:2025-04-24|renewal:2026-04-24,,bharath lodging 38,no 38 main road industrial area mangaluru,560,B634-BHR0 LJNK ,UBID-000074,0.95,False,
pollution,pol_38,BIZ-00038,Bharath Lodging 38 LLP,"No 38, Main Road, Industrial Area, Mangaluru",560038,ABCDE0038F,29ABCDE0038F1Z3,Owner 38,5510,Lodging,Mangaluru,2023-01-30|2023-04-30|2023-07-22|2023-10-24,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-22|inspection:2023-10-24,,bharath lodging 38,no 38 main road industrial area mangaluru,560,B634-BHR0 LJNK ,UBID-000074,0.95,False,
electricity,ele_38,BIZ-00038,Bharath Lodging 38 Lodgings,"Door 38, Industrial Area, Mangaluru",560038,ABCDE0038F,29ABCDE0038F1Z3,Owner 38,5510,Lodging,Mangaluru,2023-01-31|2023-05-01|2023-07-30|2023-10-28,inspection:2023-01-31|inspection:2023-05-01|inspection:2023-07-30|inspection:2023-10-28|electricity_bill:2025-10-04|electricity_bill:2025-11-05|electricity_bill:2025-12-06|electricity_bill:2026-01-02|electricity_bill:2026-02-01|electricity_bill:2026-03-05|electricity_bill:2026-04-05|electricity_bill:2026-04-30,,bharath lodging 38 lodgings,door 38 industrial area mangaluru,560,B634-BHR0 LJNK LJNKS,UBID-000075,0.5,False,
shops,sho_39,BIZ-00039,M/s Cauvery Restaurant 39 Enterprises,"No 39, Main Road, Industrial Area, Belagavi",560039,,,Owner 39,5610,Restaurant,Belagavi,2023-01-25|2023-05-04|2023-07-24,inspection:2023-01-25|inspection:2023-05-04|inspection:2023-07-24|renewal:2024-04-02|renewal:2025-04-26|renewal:2026-04-10,,m s cauvery restaurant 39,no 39 main road industrial area belagavi,560,M221-M S KFR RSTRNT ,UBID-000076,0.5,False,
factories,fac_39,BIZ-00039,Cauvery Restaurant 39 Restaurants,"No 39, Main Road, Industrial Area, Belagavi",560039,ABCDE0039F,29ABCDE0039F1Z4,Owner 39,5610,Restaurant,Belagavi,2023-01-24|2023-04-24|2023-07-23,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|renewal:2024-04-07|renewal:2025-04-05|renewal:2026-04-13,,cauvery restaurant 39 restaurants,no 39 main road industrial area belagavi,560,C166-KFR RSTRNT RSTRNTS,UBID-000077,1.0,False,
pollution,pol_39,BIZ-00039,Sri Cauvery Restaurant 39 Restaurants,"No 39, Main Road, Industrial Area, Belagavi",560039,ABCDE0039F,29ABCDE0039F1Z4,Owner 39,5610,Restaurant,Belagavi,2023-01-26|2023-04-26|2023-07-25,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-07-25|filing:2026-05-05,,cauvery restaurant 39 restaurants,no 39 main road industrial area belagavi,560,C166-KFR RSTRNT RSTRNTS,UBID-000077,1.0,False,
electricity,ele_39,BIZ-00039,M/s Cuavery Restaurant 39,"No 39, Main Road, Industrial Area, Belagavi",560039,ABCDE0039F,29ABCDE0039F1Z4,Owner 39,5610,Restaurant,Belagavi,2023-01-27|2023-04-27|2023-07-26,inspection:2023-01-27|inspection:2023-04-27|inspection:2023-07-26|electricity_bill:2025-06-07|electricity_bill:2025-07-09|electricity_bill:2025-08-08|electricity_bill:2025-09-02|electricity_bill:2025-10-05|electricity_bill:2025-11-01|electricity_bill:2025-12-05|electricity_bill:2026-01-03|electricity_bill:2026-02-03|electricity_bill:2026-03-04|electricity_bill:2026-03-31|electricity_bill:2026-05-01,,m s cuavery restaurant 39,no 39 main road industrial area belagavi,560,M221-M S KFR RSTRNT ,UBID-000077,1.0,False,
shops,sho_40,BIZ-00040,Sri Vijaya Bakery 40 Pvt Ltd,"Door 40, Industrial Area, Bengaluru",560040,ABCDE0040F,,Owner 40,1071,Bakery,Bengaluru,2023-02-16|2023-05-17|2023-08-15|2023-11-13|2024-02-08,inspection:2023-02-16|inspection:2023-05-17|inspection:2023-08-15|inspection:2023-11-13|inspection:2024-02-08|renewal:2024-04-01|renewal:2026-04-08,,vijaya bakery 40,door 40 industrial area bengaluru,560,V212-FJY BKR ,UBID-000078,1.0,False,
shops,sho_40_dup,BIZ-00040,Sri Vjiaya Bakery 40 Pvt Ltd,"40 Main Rd, Ind Area, Bengaluru",560040,ABCDE0040F,,Owner 40,1071,Bakery,Bengaluru,2023-02-16|2023-05-17|2023-08-15|2023-11-13|2024-02-08,inspection:2023-02-16|inspection:2023-05-17|inspection:2023-08-15|inspection:2023-11-13|inspection:2024-02-08|renewal:2024-04-01|renewal:2026-04-08,,vjiaya bakery 40,40 main rd ind area bengaluru,560,V212-FJY BKR ,UBID-000079,0.5,False,
factories,fac_40,BIZ-00040,Sri Vijaya Bakery 40,"Door 40, Industrial Area, Bengaluru",560040,ABCDE0040F,,Owner 40,1071,Bakery,Bengaluru,2023-02-15|2023-05-25|2023-08-14|2023-11-12|2024-02-15,inspection:2023-02-15|inspection:2023-05-25|inspection:2023-08-14|inspection:2023-11-12|inspection:2024-02-15|renewal:2024-04-02|renewal:2025-04-03|renewal:2026-04-10,,vijaya bakery 40,door 40 industrial area bengaluru,560,V212-FJY BKR ,UBID-000078,1.0,False,
pollution,pol_40,BIZ-00040,Sri Vijaya Bakery 40 Bakerys,"No 40, Main Road, Industrial Area, Bengaluru",560040,ABCDE0040F,29ABCDE0040F1Z5,Owner 40,1071,Bakery,Bengaluru,2023-02-17|2023-05-18|2023-08-16|2023-11-14|2024-02-12,inspection:2023-02-17|inspection:2023-05-18|inspection:2023-08-16|inspection:2023-11-14|inspection:2024-02-12|filing:2026-05-05,,vijaya bakery 40 bakerys,no 40 main road industrial area bengaluru,560,V212-FJY BKR BKRS,UBID-000080,1.0,False,
electricity,ele_40,BIZ-00040,Vijaya Bakery 40 Tradesr,"No 40, Main Road, Industrial Area, Bengaluru",560040,ABCDE0040F,29ABCDE0040F1Z5,Owner 40,1071,Bakery,Bengaluru,2023-02-15|2023-05-19|2023-08-10|2023-11-15|2024-02-13,inspection:2023-02-15|inspection:2023-05-19|inspection:2023-08-10|inspection:2023-11-15|inspection:2024-02-13|electricity_bill:2025-11-01|electricity_bill:2025-12-05|electricity_bill:2026-01-05|electricity_bill:2026-02-01|electricity_bill:2026-03-03|electricity_bill:2026-04-04|electricity_bill:2026-05-01,,vijaya bakery 40 tradesr,no 40 main road industrial area bengaluru,560,V212-FJY BKR TRTSR,UBID-000080,1.0,False,
shops,sho_41,BIZ-00041,Nandi Retail 41 Enterprises,"Plot 41, Main Road, Mysuru",560041,ABCDE0041F,29ABCDE0041F1Z6,Owner 41,4711,Retail,Mysuru,2023-02-15|2023-05-16|2023-08-14|2023-11-12|2024-02-10|2024-05-10,inspection:2023-02-15|inspection:2023-05-16|inspection:2023-08-14|inspection:2023-11-12|inspection:2024-02-10|renewal:2024-04-23|inspection:2024-05-10|renewal:2025-04-11|renewal:2026-04-09,,nandi retail 41,plot 41 main road mysuru,560,N536-NNT RTL ,UBID-000081,1.0,False,
factories,fac_41,BIZ-00041,Shri Nandi Retail 41,"No 41, Main Road, Industrial Area, Mysuru",560041,ABCDE0041F,29ABCDE0041F1Z6,Owner 41,4711,Retail,Mysuru,2023-02-11|2023-05-15|2023-08-13|2023-11-11|2024-02-09|2024-05-09,inspection:2023-02-11|inspection:2023-05-15|inspection:2023-08-13|inspection:2023-11-11|inspection:2024-02-09|renewal:2024-04-04|inspection:2024-05-09|renewal:2026-04-10,,nandi retail 41,no 41 main road industrial area mysuru,560,N536-NNT RTL ,UBID-000081,1.0,False,
pollution,pol_41,BIZ-00041,Sri Nandi Retail 41 Enterprises,"No 41, Main Road, Industrial Area, Mysuru",560041,ABCDE0041F,29ABCDE0041F1Z6,Owner 41,4711,Retail,Mysuru,2023-02-16|2023-05-17|2023-08-15|2023-11-13|2024-02-11|2024-05-11,inspection:2023-02-16|inspection:2023-05-17|inspection:2023-08-15|inspection:2023-11-13|inspection:2024-02-11|inspection:2024-05-11,,nandi retail 41,no 41 main road industrial area mysuru,560,N536-NNT RTL ,UBID-000081,1.0,False,
electricity,ele_41,BIZ-00041,Nandi Retail 41,"No 41, Main Road, Industrial Area, Mysuru",560041,ABCDE0041F,29ABCDE0041F1Z6,Owner 41,4711,Retail,Mysuru,2023-02-17|2023-05-18|2023-08-16|2023-11-14|2024-02-12|2024-05-12,inspection:2023-02-17|inspection:2023-05-18|inspection:2023-08-16|inspection:2023-11-14|inspection:2024-02-12|inspection:2024-05-12|electricity_bill:2025-09-07|electricity_bill:2025-10-07|electricity_bill:2025-11-04|electricity_bill:2025-12-02|electricity_bill:2026-01-01|electricity_bill:2026-02-04|electricity_bill:2026-03-01|electricity_bill:2026-03-31|electricity_bill:2026-04-30,,nandi retail 41,no 41 main road industrial area mysuru,560,N536-NNT RTL ,UBID-000081,1.0,False,
shops,sho_42,BIZ-00042,Shri Malnad Fabrication 42 Etnerprises,"42 Main Rd, Ind Area, Hubballi",560042,ABCDE0042F,29ABCDE0042F1Z7,Owner 42,2599,Fabrication,Hubballi,2023-01-10|2023-04-10|2023-07-09|2023-09-30|2024-01-05|2024-04-04,inspection:2023-01-10|inspection:2023-04-10|inspection:2023-07-09|inspection:2023-09-30|inspection:2024-01-05|inspection:2024-04-04|renewal:2024-04-05|renewal:2026-04-08,,malnad fabrication 42 etnerprises,42 main rd ind area hubballi,560,M453-MLNT FBRKXN ETNRPRSS,UBID-000082,1.0,False,
factories,fac_42,BIZ-00042,M/s Malnad Fabrication 42 Fabrications,"No 42, Main Road, Industrial Area, Hubballi",560042,,29ABCDE0042F1Z7,Owner 42,2599,Fabrication,Hubballi,2023-01-09|2023-04-18|2023-07-08|2023-10-06|2024-01-04|2024-04-03,inspection:2023-01-09|inspection:2023-04-18|inspection:2023-07-08|inspection:2023-10-06|inspection:2024-01-04|inspection:2024-04-03|renewal:2024-04-16|renewal:2025-04-16|renewal:2026-04-19,,m s malnad fabrication 42 fabrications,no 42 main road industrial area hubballi,560,M254-M S MLNT FBRKXN FBRKXNS,UBID-000083,0.5,False,
pollution,pol_42,BIZ-00042,Shri Malnad Fabrication 42 LLP,"No 42, Main Road, Industrial Area, Hubballi",560042,ABCDE0042F,,Owner 42,2599,Fabrication,Hubballi,2023-01-11|2023-04-11|2023-07-10|2023-10-08|2024-01-11|2024-04-05,inspection:2023-01-11|inspection:2023-04-11|inspection:2023-07-10|inspection:2023-10-08|inspection:2024-01-11|inspection:2024-04-05,,malnad fabrication 42,no 42 main road industrial area hubballi,560,M453-MLNT FBRKXN ,UBID-000084,0.5,False,
electricity,ele_42,BIZ-00042,M/s Malnad Fabrication 42 Pvt Ltd,"Door 42, Industrial Area, Hubballi",560042,ABCDE0042F,29ABCDE0042F1Z7,Owner 42,2599,Fabrication,Hubballi,2023-01-12|2023-04-12|2023-07-11|2023-10-09|2024-01-16|2024-04-06,inspection:2023-01-12|inspection:2023-04-12|inspection:2023-07-11|inspection:2023-10-09|inspection:2024-01-16|inspection:2024-04-06|electricity_bill:2026-01-31|electricity_bill:2026-03-04|electricity_bill:2026-03-31|electricity_bill:2026-04-30,,m s malnad fabrication 42,door 42 industrial area hubballi,560,M254-M S MLNT FBRKXN ,UBID-000082,1.0,False,
shops,sho_43,BIZ-00043,M/s Navarasa Lodging 43 Pvt Ltd,"Plot 43, Main Road, Mangaluru",560043,,,Owner 43,5510,Lodging,Mangaluru,2023-02-05|2023-05-06|2023-08-04|2023-11-02|2024-01-31|2024-04-30,inspection:2023-02-05|inspection:2023-05-06|inspection:2023-08-04|inspection:2023-11-02|inspection:2024-01-31|renewal:2024-04-05|inspection:2024-04-30|renewal:2025-04-17|renewal:2026-04-03,,m s navarasa lodging 43,plot 43 main road mangaluru,560,M251-M S NFRS LJNK ,UBID-000085,0.5,False,
factories,fac_43,BIZ-00043,Shri Navarasa Lodging 43 Lodgings,"No 43, Main Road, Industrial Area, Mangaluru",560043,ABCDE0043F,29ABCDE0043F1Z8,Owner 43,5510,Lodging,Mangaluru,2023-02-13|2023-05-05|2023-08-03|2023-11-01|2024-02-08|2024-04-29,inspection:2023-02-13|inspection:2023-05-05|inspection:2023-08-03|inspection:2023-11-01|inspection:2024-02-08|renewal:2024-04-12|inspection:2024-04-29|renewal:2025-04-19|renewal:2026-04-13,,navarasa lodging 43 lodgings,no 43 main road industrial area mangaluru,560,N162-NFRS LJNK LJNKS,UBID-000086,0.5,False,
pollution,pol_43,BIZ-00043,Sri Navarasa Lodging 43 LLP,"No 43, Main Road, Industrial Area, Mangaluru",560043,ABCDE0043F,,Owner 43,5510,Lodging,Mangaluru,2023-02-06|2023-05-07|2023-08-05|2023-11-12|2024-01-25|2024-05-01,inspection:2023-02-06|inspection:2023-05-07|inspection:2023-08-05|inspection:2023-11-12|inspection:2024-01-25|inspection:2024-05-01|filing:2026-05-05,,navarasa lodging 43,no 43 main road industrial area mangaluru,560,N162-NFRS LJNK ,UBID-000087,0.5,False,
electricity,ele_43,BIZ-00043,Navarasa Lodging 43 Traders,"43 Main Rd, Ind Area, Mangaluru",560043,,29ABCDE0043F1Z8,Owner 43,5510,Lodging,Mangaluru,2023-02-04|2023-05-08|2023-08-11|2023-11-04|2024-02-02|2024-05-02,inspection:2023-02-04|inspection:2023-05-08|inspection:2023-08-11|inspection:2023-11-04|inspection:2024-02-02|inspection:2024-05-02|electricity_bill:2025-08-04|electricity_bill:2025-09-04|electricity_bill:2025-10-07|electricity_bill:2025-11-03|electricity_bill:2025-12-02|electricity_bill:2026-01-03|electricity_bill:2026-02-01|electricity_bill:2026-03-03|electricity_bill:2026-04-02|electricity_bill:2026-05-04,,navarasa lodging 43,43 main rd ind area mangaluru,560,N162-NFRS LJNK ,UBID-000088,0.5,False,
shops,sho_44,BIZ-00044,Sahyadri Restaurant 44 LLP,"No 44, Main Road, Industrial Area, Belagavi",560044,ABCDE0044F,29ABCDE0044F1Z9,Owner 44,5610,Restaurant,Belagavi,2023-01-06|2023-04-06|2023-07-05|2023-10-03|2024-01-01|2024-03-28,inspection:2023-01-06|inspection:2023-04-06|inspection:2023-07-05|inspection:2023-10-03|inspection:2024-01-01|inspection:2024-03-28|renewal:2024-04-23|renewal:2026-04-06,,sahyadri restaurant 44,no 44 main road industrial area belagavi,560,S366-SYTR RSTRNT ,UBID-000089,1.0,False,
factories,fac_44,BIZ-00044,Sri Sahyadri Restaurant 44 Restaurants,"44 Main Rd, Ind Area, Belagavi",560044,ABCDE0044F,29ABCDE0044F1Z9,Owner 44,5610,Restaurant,Belagavi,2023-01-05|2023-04-05|2023-07-04|2023-10-11|2023-12-31|2024-03-30,inspection:2023-01-05|inspection:2023-04-05|inspection:2023-07-04|inspection:2023-10-11|inspection:2023-12-31|inspection:2024-03-30|renewal:2024-04-02|renewal:2025-04-14,,sahyadri restaurant 44 restaurants,44 main rd ind area belagavi,560,S366-SYTR RSTRNT RSTRNTS,UBID-000089,1.0,False,
pollution,pol_44,BIZ-00044,Sahyadri Restaurant 44 Traders,"No 44, Main Road, Industrial Area, Belagavi",560044,ABCDE0044F,29ABCDE0044F1Z9,Owner 44,5610,Restaurant,Belagavi,2023-01-07|2023-04-07|2023-07-06|2023-10-04|2024-01-02|2024-04-10,inspection:2023-01-07|inspection:2023-04-07|inspection:2023-07-06|inspection:2023-10-04|inspection:2024-01-02|inspection:2024-04-10|filing:2026-05-05,,sahyadri restaurant 44,no 44 main road industrial area belagavi,560,S366-SYTR RSTRNT ,UBID-000089,1.0,False,
electricity,ele_44,BIZ-00044,Sri Sahyadri Restaurant 4 4LLP,"No 44, Main Road, Industrial Area, Belagavi",560044,,29ABCDE0044F1Z9,Owner 44,5610,Restaurant,Belagavi,2023-01-08|2023-04-08|2023-07-07|2023-10-05|2024-01-03|2024-04-02,inspection:2023-01-08|inspection:2023-04-08|inspection:2023-07-07|inspection:2023-10-05|inspection:2024-01-03|inspection:2024-04-02|electricity_bill:2025-06-05|electricity_bill:2025-07-06|electricity_bill:2025-08-03|electricity_bill:2025-09-03|electricity_bill:2025-10-04|electricity_bill:2025-11-02|electricity_bill:2025-12-03|electricity_bill:2026-01-05|electricity_bill:2026-01-31|electricity_bill:2026-03-05|electricity_bill:2026-04-01|electricity_bill:2026-05-02,,sahyadri restaurant 4 4llp,no 44 main road industrial area belagavi,560,S366-SYTR RSTRNT LP,UBID-000090,0.5,False,
shops,sho_45,BIZ-00045,M/s Sampoorna Bakery 45 Pvt Ltd,"No 45, Main Road, Industrial Area, Bengaluru",560045,ABCDE0045F,29ABCDE0045F1Z1,Owner 45,1071,Bakery,Bengaluru,2023-02-16|2023-05-17|2023-08-15|2023-11-10|2024-02-11|2024-05-11,inspection:2023-02-16|inspection:2023-05-17|inspection:2023-08-15|inspection:2023-11-10|inspection:2024-02-11|renewal:2024-04-14|inspection:2024-05-11|renewal:2025-04-27|renewal:2026-04-27,,m s sampoorna bakery 45,no 45 main road industrial area bengaluru,560,M225-M S SMPRN BKR ,UBID-000091,1.0,False,
